007.qq.com	61.129.7.119
test.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
test2.bt.qq.com	61.129.7.15
test2.bz.qq.com	61.151.166.139, 61.151.166.146
test2.docs.qq.com	61.129.7.26
test2.exmail.qq.com	14.17.42.118, 59.37.96.29
test2.fm.qq.com	101.226.76.191
test2.ke.qq.com	14.17.41.213
test2.lady.qq.com	180.163.26.39
test2.m.qq.com	101.227.131.64
test2.jy.qq.com	61.151.168.204
test2.mail.qq.com	14.17.19.106
test2.photo.qq.com	14.18.245.169
test2.ty.qq.com	101.226.49.14
tool.114.qq.com	183.3.225.108
test2.z.qq.com	61.151.168.204
test2.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
tool.3g.qq.com	61.151.168.204
tool.4g.qq.com	61.151.168.204
tool.b.qq.com	183.61.38.179
tool.act.qq.com	101.226.211.171
tool.bz.qq.com	61.151.166.139, 61.151.166.146
tool.docs.qq.com	61.129.7.26
tool.fm.qq.com	101.226.76.191
tool.exmail.qq.com	14.17.42.118, 59.37.96.29
tool.helper.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
tool.jy.qq.com	61.151.168.204
tool.ke.qq.com	14.17.41.213
tool.lady.qq.com	180.163.26.39
tool.m.qq.com	101.227.131.64
tool.mail.qq.com	14.17.19.106
tool.photo.qq.com	14.18.245.169
toolbox.114.qq.com	183.3.225.108
tool.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
toolbox.3g.qq.com	61.151.168.204
toolbox.4g.qq.com	61.151.168.204
tool.z.qq.com	61.151.168.204
toolbox.act.qq.com	101.226.211.171
toolbox.b.qq.com	183.61.38.179
toolbox.bz.qq.com	61.151.166.139, 61.151.166.146
toolbox.docs.qq.com	61.129.7.26
toolbox.exmail.qq.com	14.17.42.118, 59.37.96.29
toolbox.fm.qq.com	101.226.76.191
toolbox.lady.qq.com	180.163.26.39
toolbox.ke.qq.com	14.17.41.213
toolbox.jy.qq.com	61.151.168.204
toolbox.m.qq.com	101.227.131.64
toolbox.mail.qq.com	14.17.19.106
toolbox.photo.qq.com	14.18.245.169
toolbox.z.qq.com	61.151.168.204
u.114.qq.com	183.3.225.108
u.4g.qq.com	61.151.168.204
u.3g.qq.com	61.151.168.204
u.act.qq.com	101.226.211.171
u.b.qq.com	183.61.38.179
u.bz.qq.com	61.151.166.139, 61.151.166.146
toolbox.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
u.docs.qq.com	61.129.7.26
u.exmail.qq.com	14.17.42.118, 59.37.96.29
u.fm.qq.com	101.226.76.191
u.jy.qq.com	61.151.168.204
u.ke.qq.com	14.17.41.213
u.l.qq.com	101.91.63.147
u.lady.qq.com	180.163.26.39
u.m.qq.com	101.227.131.64
u.mail.qq.com	14.17.19.106
u.photo.qq.com	182.254.4.153
u.weixin.qq.com	101.227.169.159, 61.151.183.16, 61.151.224.41
u.y.qq.com	101.91.63.187
u.z.qq.com	61.151.168.204
union.114.qq.com	183.3.225.108
union.3g.qq.com	101.227.160.45, 61.151.168.159
union.4g.qq.com	61.151.168.204
union.act.qq.com	101.226.211.171
union.b.qq.com	183.61.38.179
u.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
union.bz.qq.com	61.151.166.139, 61.151.166.146
union.docs.qq.com	61.129.7.26
union.exmail.qq.com	14.17.42.118, 59.37.96.29
union.fm.qq.com	101.226.76.191
union.jy.qq.com	61.151.168.204
union.ke.qq.com	14.17.41.213
union.mail.qq.com	14.17.19.106
union.lady.qq.com	180.163.26.39
union.m.qq.com	101.227.131.64
union.open.qq.com	101.227.131.64
union.photo.qq.com	14.18.245.169
union.video.qq.com	219.133.60.236
union.z.qq.com	61.151.168.204
update.4g.qq.com	61.151.168.204
update.3g.qq.com	61.151.168.204
update.114.qq.com	183.3.225.108
update.act.qq.com	101.226.211.171
update.b.qq.com	183.61.38.179
union.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
update.by.qq.com	101.226.76.217
update.bz.qq.com	61.151.166.139, 61.151.166.146
update.docs.qq.com	61.129.7.26
update.exmail.qq.com	14.17.42.118, 59.37.96.29
update.fm.qq.com	101.226.76.191
update.ke.qq.com	14.17.41.213
update.jy.qq.com	61.151.168.204
update.mail.qq.com	14.17.19.106
update.m.qq.com	101.227.131.64
update.lady.qq.com	180.163.26.39
update.music.qq.com	14.215.158.31
update.player.qq.com	180.163.26.39
update.photo.qq.com	14.18.245.169
update.video.qq.com	101.226.233.180
update.vm.qq.com	101.226.233.186
update.z.qq.com	61.151.168.204
update.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
updates.4g.qq.com	61.151.168.204
updates.act.qq.com	101.226.211.171
updates.114.qq.com	183.3.225.108
updates.3g.qq.com	61.151.168.204
updates.b.qq.com	183.61.38.179
updates.docs.qq.com	61.129.7.26
updates.exmail.qq.com	14.17.42.118, 59.37.96.29
updates.fm.qq.com	101.226.76.191
updates.bz.qq.com	61.151.166.139, 61.151.166.146
updates.ke.qq.com	14.17.41.213
updates.lady.qq.com	180.163.26.39
updates.jy.qq.com	61.151.168.204
updates.m.qq.com	101.227.131.64
updates.mail.qq.com	14.17.19.106
updates.photo.qq.com	14.18.245.169
updates.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
upgrade.114.qq.com	183.3.225.108
updates.z.qq.com	61.151.168.204
upgrade.4g.qq.com	61.151.168.204
upgrade.3g.qq.com	61.151.168.204
upgrade.act.qq.com	101.226.211.171
upgrade.b.qq.com	183.61.38.179
upgrade.docs.qq.com	61.129.7.26
upgrade.exmail.qq.com	14.17.42.118, 59.37.96.29
upgrade.fm.qq.com	101.226.76.191
upgrade.bz.qq.com	61.151.166.139, 61.151.166.146
upgrade.ke.qq.com	14.17.41.213
upgrade.lady.qq.com	180.163.26.39
upgrade.m.qq.com	101.227.131.64
upgrade.jy.qq.com	61.151.168.204
upgrade.mail.qq.com	14.17.19.106
upgrade.photo.qq.com	14.18.245.169
upgrade.z.qq.com	61.151.168.204
upgrade.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
upload.3g.qq.com	61.151.168.204
upload.act.qq.com	61.151.206.29
upload.114.qq.com	183.3.225.108
upload.4g.qq.com	61.151.168.204
upload.b.qq.com	183.61.38.179
upload.bz.qq.com	61.151.166.139, 61.151.166.146
upload.docs.qq.com	180.163.21.37
upload.exmail.qq.com	14.17.42.118, 59.37.96.29
upload.game.qq.com	61.129.7.38
upload.fm.qq.com	101.226.76.191
upload.jy.qq.com	61.151.168.204
upload.lady.qq.com	180.163.26.39
upload.ke.qq.com	14.17.41.213
upload.kg.qq.com	101.226.211.217
upload.m.qq.com	101.227.131.64
upload.music.qq.com	59.37.116.105
upload.now.qq.com	14.215.158.24
upload.om.qq.com	101.226.211.231
upload.player.qq.com	180.163.26.39
upload.photo.qq.com	101.227.160.27
upload.rz.qq.com	183.61.38.235
upload.studio.qq.com	111.230.120.146
upload.t.qq.com	58.60.9.112
user.4g.qq.com	61.151.168.204
user.act.qq.com	101.226.211.171
upload.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
user.114.qq.com	183.3.225.108
user.3g.qq.com	61.151.168.204
user.b.qq.com	183.61.38.179
user.bz.qq.com	61.151.166.139, 61.151.166.146
user.docs.qq.com	61.129.7.26
user.exmail.qq.com	14.17.42.118, 59.37.96.29
user.fm.qq.com	101.226.76.191
user.game.qq.com	180.163.15.186
user.ke.qq.com	14.17.41.213
user.jy.qq.com	61.151.168.204
user.lady.qq.com	180.163.26.39
user.mail.qq.com	14.17.19.106
user.map.qq.com	101.227.143.10, 180.163.25.36
user.m.qq.com	101.227.131.64
user.open.qq.com	101.227.131.64
user.photo.qq.com	14.18.245.169
user.z.qq.com	61.151.168.204
v.114.qq.com	183.3.225.108
v.4g.qq.com	61.151.168.204
user.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
v.b.qq.com	183.61.38.179
v.cdp.qq.com	101.227.216.183, 114.80.149.187
v.book.qq.com	180.163.25.25
v.bz.qq.com	61.151.166.139, 61.151.166.146
v.campus.qq.com	180.101.153.104, 180.101.153.115, 180.101.217.115, 180.101.217.117, 180.101.217.119, 180.101.217.205, 180.101.217.232, 180.101.217.236, 180.96.1.179, 180.96.1.91, 180.97.146.116, 180.97.146.207, 180.97.146.98, 221.228.67.182, 222.186.49.82
v.docs.qq.com	61.129.7.26
v.e.qq.com	123.151.79.123
v.exmail.qq.com	14.17.42.118, 59.37.96.29
v.ent.qq.com	61.151.166.139, 61.151.166.146
v.fashion.qq.com	61.151.166.139, 61.151.166.146
v.fm.qq.com	101.226.76.191
v.game.qq.com	101.227.216.149, 114.80.26.142, 114.80.26.155, 114.80.26.156, 114.80.26.158, 114.80.26.160, 114.80.27.157, 114.80.27.19, 114.80.27.28, 114.80.28.148, 114.80.28.150, 114.80.28.157, 114.80.28.29, 180.153.119.144, 180.153.119.151, 222.73.132.159
v.hao.qq.com	106.39.246.41, 106.39.246.43, 220.181.124.36, 220.181.124.50, 36.110.147.35, 36.110.147.36, 36.110.171.40, 36.110.171.43
v.ke.qq.com	14.17.41.213
v.lady.qq.com	180.163.26.39
v.jy.qq.com	61.151.168.204
v.l.qq.com	180.163.25.122
v.m.qq.com	101.227.131.64
v.mail.qq.com	14.17.19.106
v.mms.qq.com	180.163.21.42, 61.151.225.117
v.news.qq.com	61.151.166.139, 61.151.166.146
v.photo.qq.com	14.18.245.169
v.sdc.qq.com	139.199.233.186
v.sports.qq.com	61.151.166.139, 61.151.166.146
v.ssp.qq.com	183.61.51.44
v.t.qq.com	180.163.26.39
v.studio.qq.com	101.227.216.183, 114.80.149.185, 114.80.149.187, 180.153.99.246, 180.97.146.96, 58.211.85.125
v.test.qq.com	14.116.135.184
v.tu.qq.com	180.97.146.243
v.z.qq.com	61.151.168.204
vip.3g.qq.com	61.151.168.204
vip.4g.qq.com	61.151.168.204
vip.114.qq.com	183.3.225.108
vip.b.qq.com	183.61.38.179
v.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
vip.bz.qq.com	61.151.166.139, 61.151.166.146
vip.docs.qq.com	61.129.7.26
vip.exmail.qq.com	14.17.42.118, 59.37.96.29
vip.fj.qq.com	183.61.38.182
vip.film.qq.com	180.97.146.243
vip.fm.qq.com	101.226.76.191
vip.jy.qq.com	61.151.168.204
vip.ke.qq.com	14.17.41.213
vip.lady.qq.com	180.163.26.39
vip.m.qq.com	101.227.131.64
vip.mail.qq.com	14.18.245.237
vip.photo.qq.com	14.18.245.169
vip.music.qq.com	180.153.100.249, 180.153.105.148, 180.153.105.151, 180.153.105.158, 180.153.105.166, 180.153.105.172, 180.153.105.254
vip.sports.qq.com	61.151.166.139, 61.151.166.146
vip.t.qq.com	101.89.15.177
vip.video.qq.com	183.61.56.19, 219.133.60.228
vip.xg.qq.com	101.226.211.230
vote.114.qq.com	183.3.225.108
vip.z.qq.com	61.151.168.204
vote.act.qq.com	101.226.211.171
vote.3g.qq.com	61.151.168.204
vote.4g.qq.com	61.151.168.204
vote.b.qq.com	183.61.38.179
vip.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
vote.bz.qq.com	61.151.166.139, 61.151.166.146
vote.docs.qq.com	61.129.7.26
vote.exmail.qq.com	14.17.42.118, 59.37.96.29
vote.fm.qq.com	101.226.76.191
vote.lady.qq.com	180.163.26.39
vote.ke.qq.com	14.17.41.213
vote.jy.qq.com	61.151.168.204
vote.mail.qq.com	14.17.19.106
vote.m.qq.com	101.227.131.64
vote.photo.qq.com	14.18.245.169
vote.wj.qq.com	139.199.215.128
vote.xian.qq.com	14.17.32.227
vote.z.qq.com	61.151.168.204
vpn.3g.qq.com	61.151.168.204
vpn.4g.qq.com	61.151.168.204
vpn.114.qq.com	183.3.225.108
vpn.act.qq.com	101.226.211.171
vote.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
vpn.b.qq.com	183.61.38.179
vpn.bz.qq.com	61.151.166.139, 61.151.166.146
vpn.docs.qq.com	61.129.7.26
vpn.exmail.qq.com	14.17.42.118, 59.37.96.29
vpn.fm.qq.com	101.226.76.191
vpn.ke.qq.com	14.17.41.213
vpn.jy.qq.com	61.151.168.204
vpn.m.qq.com	101.227.131.64
vpn.mail.qq.com	14.17.19.106
vpn.lady.qq.com	180.163.26.39
vpn.photo.qq.com	14.18.245.169
vpn.z.qq.com	61.151.168.204
w.114.qq.com	183.3.225.108
w.act.qq.com	101.226.211.171
w.4g.qq.com	61.151.168.204
w.3g.qq.com	61.151.168.204
w.aq.qq.com	101.226.233.172
w.b.qq.com	183.61.38.179
w.auto.qq.com	61.151.166.139, 61.151.166.146
vpn.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
w.book.qq.com	101.227.130.100
w.bz.qq.com	61.151.166.139, 61.151.166.146
w.docs.qq.com	61.129.7.26
w.exmail.qq.com	59.37.116.49
w.fm.qq.com	101.226.76.191
w.g.qq.com	61.129.7.123
w.ke.qq.com	14.17.41.213
w.jy.qq.com	61.151.168.204
w.l.qq.com	101.91.63.147
w.mail.qq.com	183.61.46.182, 59.37.96.184
w.lady.qq.com	180.163.26.39
w.m.qq.com	101.227.131.64
w.photo.qq.com	14.18.245.169
w.t.qq.com	123.151.190.184
w.xy.qq.com	101.226.76.201
wap.114.qq.com	183.3.225.108
w.z.qq.com	61.151.168.204
wap.3g.qq.com	101.227.131.64
wap.4g.qq.com	61.151.168.204
wap.act.qq.com	101.226.211.171
wap.b.qq.com	183.61.38.179
wap.auto.qq.com	180.163.26.39
w.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
wap.aq.qq.com	101.226.233.172
wap.bz.qq.com	61.151.166.139, 61.151.166.146
wap.docs.qq.com	61.129.7.26
wap.exmail.qq.com	14.17.42.118, 59.37.96.29
wap.fm.qq.com	101.226.76.191
wap.house.qq.com	14.215.140.70
wap.ke.qq.com	14.17.41.213
wap.jy.qq.com	61.151.168.204
wap.lady.qq.com	180.163.26.39
wap.m.qq.com	101.227.131.64
wap.photo.qq.com	14.18.245.169
wap.t.qq.com	123.151.190.184
wap.z.qq.com	61.151.168.204
web.114.qq.com	183.3.225.108
web.4g.qq.com	61.151.168.204
web.3g.qq.com	61.151.168.204
web.act.qq.com	101.226.211.171
wap.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
web.b.qq.com	183.61.38.179
web.bz.qq.com	61.151.166.139, 61.151.166.146
web.docs.qq.com	61.129.7.26
web.exmail.qq.com	14.17.42.118, 59.37.96.29
web.fm.qq.com	101.226.76.191
web.g.qq.com	61.129.7.31
web.file.qq.com	61.151.168.204
web.jy.qq.com	61.151.168.204
web.ke.qq.com	14.17.41.213
web.lady.qq.com	180.163.26.39
web.m.qq.com	101.227.131.64
web.mail.qq.com	14.17.19.106
web.p.qq.com	61.129.7.26
web.photo.qq.com	14.18.245.169
web.weixin.qq.com	101.226.76.164, 101.227.160.102
web.z.qq.com	61.151.168.204
webht.3g.qq.com	61.151.168.204
webht.114.qq.com	183.3.225.108
webht.4g.qq.com	61.151.168.204
webht.act.qq.com	101.226.211.171
web.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
webht.b.qq.com	183.61.38.179
webht.bz.qq.com	61.151.166.139, 61.151.166.146
webht.docs.qq.com	61.129.7.26
webht.exmail.qq.com	14.17.42.118, 59.37.96.29
webht.fm.qq.com	101.226.76.191
webht.ke.qq.com	14.17.41.213
webht.jy.qq.com	61.151.168.204
webht.mail.qq.com	14.17.19.106
webht.lady.qq.com	180.163.26.39
webht.m.qq.com	101.227.131.64
webht.photo.qq.com	14.18.245.169
wechat.3g.qq.com	61.151.168.204
wechat.4g.qq.com	61.151.168.204
webht.z.qq.com	61.151.168.204
wechat.114.qq.com	183.3.225.108
wechat.act.qq.com	101.226.211.171
wechat.b.qq.com	183.61.38.179
wechat.bz.qq.com	61.151.166.139, 61.151.166.146
webht.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
wechat.docs.qq.com	61.129.7.26
wechat.exmail.qq.com	14.17.42.118, 59.37.96.29
wechat.fm.qq.com	101.226.76.191
wechat.ke.qq.com	14.17.41.213
wechat.lady.qq.com	180.163.26.39
wechat.jy.qq.com	61.151.168.204
wechat.m.qq.com	101.227.131.64
wechat.mail.qq.com	14.17.19.106
wechat.photo.qq.com	14.18.245.169
wechat.z.qq.com	61.151.168.204
wei.114.qq.com	183.3.225.108
wei.3g.qq.com	61.151.168.204
wei.4g.qq.com	61.151.168.204
wei.act.qq.com	101.226.211.171
wechat.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
wei.b.qq.com	183.61.38.179
wei.bz.qq.com	61.151.166.139, 61.151.166.146
wei.docs.qq.com	61.129.7.26
wei.exmail.qq.com	14.17.42.118, 59.37.96.29
wei.fm.qq.com	101.226.76.191
wei.ke.qq.com	14.17.41.213
wei.mail.qq.com	14.17.19.106
wei.m.qq.com	101.227.131.64
wei.jy.qq.com	61.151.168.204
wei.lady.qq.com	180.163.26.39
wei.photo.qq.com	14.18.245.169
wei.z.qq.com	61.151.168.204
weixin.4g.qq.com	61.151.168.204
weixin.3g.qq.com	61.151.168.204
weixin.114.qq.com	183.3.225.108
weixin.act.qq.com	101.226.211.171
weixin.auto.qq.com	14.17.57.230
weixin.bz.qq.com	61.151.166.139, 61.151.166.146
wei.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
weixin.docs.qq.com	61.129.7.26
weixin.finance.qq.com	183.3.234.226, 183.3.235.211
weixin.exmail.qq.com	14.17.42.118, 59.37.96.29
weixin.fm.qq.com	101.226.76.191
weixin.jy.qq.com	61.151.168.204
weixin.ke.qq.com	14.17.41.213
weixin.lady.qq.com	180.163.26.39
weixin.m.qq.com	101.227.131.64
weixin.music.qq.com	61.151.166.171
weixin.photo.qq.com	14.18.245.169
weixin.t.qq.com	180.163.26.39
weixin.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
weixin.z.qq.com	61.151.168.204
wiki.3g.qq.com	61.151.168.204
wiki.114.qq.com	183.3.225.108
wiki.4g.qq.com	61.151.168.204
wiki.act.qq.com	101.226.211.171
wiki.b.qq.com	183.61.38.179
wiki.connect.qq.com	61.129.7.123
wiki.bz.qq.com	61.151.166.139, 61.151.166.146
wiki.docs.qq.com	61.129.7.26
wiki.e.qq.com	183.61.46.184
wiki.exmail.qq.com	14.17.42.118, 59.37.96.29
wiki.fm.qq.com	101.226.76.191
wiki.ke.qq.com	14.17.41.213
wiki.jy.qq.com	61.151.168.204
wiki.lady.qq.com	180.163.26.39
wiki.m.qq.com	101.227.131.64
wiki.mail.qq.com	14.17.19.106
wiki.midas.qq.com	14.18.175.169, 59.36.121.18
wiki.photo.qq.com	14.18.245.169
wiki.open.qq.com	61.151.166.139, 61.151.166.146
wiki.yun.qq.com	119.29.42.49
wiki.z.qq.com	61.151.168.204
www.114.qq.com	183.3.225.108
www.4g.qq.com	61.151.168.204
www.3g.qq.com	61.151.166.139, 61.151.166.146
www.act.qq.com	101.226.211.171
www.auto.qq.com	180.163.26.39
www.2010.qq.com	101.226.212.175, 61.151.224.40
www.baby.qq.com	180.163.26.39
www.bz.qq.com	61.151.166.139, 61.151.166.146
www.b.qq.com	183.61.38.179
wiki.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
www.bbs.qq.com	180.163.26.39
www.book.qq.com	180.163.26.39
www.bao.qq.com	101.226.233.187
www.blog.qq.com	180.163.26.39
www.club.qq.com	183.61.49.188
www.123.qq.com	180.163.26.39
www.comic.qq.com	180.163.26.39
www.digi.qq.com	180.163.26.39
www.edu.qq.com	180.163.26.39
www.da.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
www.docs.qq.com	61.129.7.26
www.exmail.qq.com	14.17.42.118, 59.37.96.29
www.games.qq.com	180.163.26.39
www.ent.qq.com	180.163.26.39
www.finance.qq.com	180.163.26.39
www.face.qq.com	101.89.15.182
www.fm.qq.com	101.226.76.191
www.h5.qq.com	101.227.160.34
www.go.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
www.gongyi.qq.com	180.163.26.39
www.house.qq.com	61.151.166.139, 61.151.166.146
www.hm.qq.com	180.163.25.124
www.hy.qq.com	183.61.49.188
www.ke.qq.com	14.17.41.213
www.lady.qq.com	180.163.26.39
www.jy.qq.com	61.151.168.204
www.mail.qq.com	14.18.245.237
www.lh.qq.com	180.163.25.124
www.m.qq.com	101.227.131.64
www.member.qq.com	183.61.49.188
www.lz.qq.com	115.231.37.204, 115.231.37.249
www.news.qq.com	180.163.26.39
www.no.qq.com	180.163.25.124
www.pay.qq.com	180.163.26.30, 61.151.206.109
www.new.qq.com	180.163.26.39
www.nr.qq.com	180.101.153.103, 58.49.137.107
www.photo.qq.com	14.18.245.169
www.ok.qq.com	101.227.130.100
www.pix.qq.com	101.226.76.186
www.qqhaoma.qq.com	180.163.25.124
www.shop.qq.com	180.97.146.243
www.pin.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
www.sports.qq.com	180.163.26.39
www.support.qq.com	180.163.25.47
www.t.qq.com	180.163.26.39
www.tech.qq.com	180.163.26.39
www.style.qq.com	180.97.146.243
www.ur.qq.com	180.163.25.47
www.vip.qq.com	183.61.49.188
www.xy.qq.com	101.227.130.96
www.z.qq.com	61.151.168.204
wx.4g.qq.com	61.151.168.204
www.xh.qq.com	101.226.76.186
www.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
wx.114.qq.com	183.3.225.108
wx.ac.qq.com	101.227.130.47
wx.3g.qq.com	61.151.168.204
wx.b.qq.com	183.61.51.43
wx.bl.qq.com	140.207.62.44
wx.bt.qq.com	61.151.186.49, 61.151.206.19
wx.book.qq.com	101.227.160.45, 61.151.168.159
wx.bz.qq.com	61.151.166.139, 61.151.166.146
wx.cc.qq.com	61.129.6.33
wx.exmail.qq.com	14.17.42.118, 59.37.96.29
wx.fm.qq.com	101.226.76.191
wx.house.qq.com	14.215.140.70
wx.ke.qq.com	14.17.41.213
wx.mail.qq.com	113.96.233.143
wx.life.qq.com	183.61.46.151
wx.m.qq.com	101.227.131.64
wx.jy.qq.com	61.151.168.204
wx.om.qq.com	101.226.211.231
wx.lady.qq.com	180.163.26.39
wx.photo.qq.com	14.18.245.169
wx.ta.qq.com	183.3.235.246
wx.ty.qq.com	180.163.15.191
wx.volunteer.qq.com	14.17.32.249
wx.z.qq.com	61.151.168.204
wx.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
x.4g.qq.com	61.151.168.204
x.3g.qq.com	61.151.168.204
x.114.qq.com	183.3.225.108
x.b.qq.com	183.61.38.179
x.bz.qq.com	61.151.166.139, 61.151.166.146
x.act.qq.com	101.226.211.171
x.docs.qq.com	61.129.7.26
x.exmail.qq.com	14.17.42.118, 59.37.96.29
x.fm.qq.com	101.226.76.191
x.jy.qq.com	61.151.168.204
x.lady.qq.com	180.163.26.39
x.ke.qq.com	14.17.41.213
x.mail.qq.com	14.17.19.106
x.m.qq.com	101.227.131.64
x.photo.qq.com	14.18.245.169
x.v.qq.com	14.215.138.34
x.xy.qq.com	180.163.26.125
xml.114.qq.com	183.3.225.108
x.z.qq.com	61.151.168.204
xml.4g.qq.com	61.151.168.204
xml.3g.qq.com	61.151.168.204
xml.act.qq.com	101.226.211.171
xml.b.qq.com	183.61.38.179
xml.bz.qq.com	61.151.166.139, 61.151.166.146
x.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
xml.docs.qq.com	61.129.7.26
xml.exmail.qq.com	14.17.42.118, 59.37.96.29
xml.fm.qq.com	101.226.76.191
xml.ke.qq.com	14.17.41.213
xml.jy.qq.com	61.151.168.204
xml.mail.qq.com	14.17.19.106
xml.lady.qq.com	180.163.26.39
xml.m.qq.com	101.227.131.64
xml.photo.qq.com	14.18.245.169
xml.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
y.4g.qq.com	61.151.168.204
xml.z.qq.com	61.151.168.204
y.3g.qq.com	180.153.100.249, 180.153.105.148, 180.153.105.151, 180.153.105.158, 180.153.105.166, 180.153.105.172, 180.153.105.254
y.act.qq.com	101.226.211.171
y.114.qq.com	183.3.225.108
y.b.qq.com	183.61.38.179
y.book.qq.com	180.163.26.39
y.bz.qq.com	61.151.166.139, 61.151.166.146
y.exmail.qq.com	14.17.42.118, 59.37.96.29
y.docs.qq.com	61.129.7.26
y.gongyi.qq.com	101.226.212.175, 61.151.224.40
y.fm.qq.com	101.226.76.191
y.ke.qq.com	14.17.41.213
y.lady.qq.com	180.163.26.39
y.jy.qq.com	61.151.168.204
y.mail.qq.com	14.17.19.106
y.photo.qq.com	183.61.38.243
y.m.qq.com	101.227.131.64
y.z.qq.com	61.151.168.204
y.xy.qq.com	180.163.21.72
z.114.qq.com	183.3.225.108
z.4g.qq.com	61.151.168.204
z.act.qq.com	101.226.211.171
z.3g.qq.com	61.151.168.204
z.b.qq.com	183.61.38.179
y.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
z.bz.qq.com	61.151.166.139, 61.151.166.146
z.docs.qq.com	61.129.7.26
z.exmail.qq.com	14.17.42.118, 59.37.96.29
z.fm.qq.com	101.226.76.191
z.ke.qq.com	14.17.41.213
z.m.qq.com	101.227.131.64
z.jy.qq.com	61.151.168.204
z.photo.qq.com	14.18.245.169
z.t.qq.com	180.163.26.39
z.xy.qq.com	101.227.131.117
z.z.qq.com	61.151.168.204
zabbix.3g.qq.com	61.151.168.204
zabbix.114.qq.com	183.3.225.108
zabbix.4g.qq.com	61.151.168.204
zabbix.act.qq.com	101.226.211.171
z.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
zabbix.b.qq.com	183.61.38.179
zabbix.bz.qq.com	61.151.166.139, 61.151.166.146
zabbix.docs.qq.com	61.129.7.26
zabbix.exmail.qq.com	14.17.42.118, 59.37.96.29
zabbix.fm.qq.com	101.226.76.191
zabbix.jy.qq.com	61.151.168.204
zabbix.ke.qq.com	14.17.41.213
zabbix.lady.qq.com	180.163.26.39
zabbix.m.qq.com	101.227.131.64
zabbix.mail.qq.com	14.17.19.106
zabbix.photo.qq.com	14.18.245.169
zabbix.z.qq.com	61.151.168.204
zabbix.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
zhidao.114.qq.com	183.3.225.108
zhidao.4g.qq.com	61.151.168.204
zhidao.3g.qq.com	61.151.168.204
